               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 318,            0.024876,            0.041251,            0.015997,             0.89399,             0.68355,             0.78809,             0.51264,             0.03446,            0.039256,            0.015578,           0.0021543,           0.0021543,           0.0021543
                 319,            0.024541,            0.039523,            0.017076,             0.89635,             0.68237,              0.7905,             0.51018,            0.034627,            0.039685,            0.015571,           0.0021295,           0.0021295,           0.0021295
                 320,            0.026087,            0.034748,            0.014963,             0.89635,             0.68237,              0.7905,             0.51018,            0.034627,            0.039685,            0.015571,           0.0021048,           0.0021048,           0.0021048
                 321,            0.024692,            0.046732,            0.015839,             0.89311,             0.68379,             0.78886,             0.49702,            0.033963,            0.038949,            0.015588,             0.00208,             0.00208,             0.00208
                 322,            0.026565,            0.035921,            0.014236,             0.89311,             0.68379,             0.78886,             0.49702,            0.033963,            0.038949,            0.015588,           0.0020553,           0.0020553,           0.0020553
                 323,            0.024909,            0.042304,            0.014626,              0.8938,             0.68727,             0.79415,             0.50914,            0.033537,            0.039026,            0.015509,           0.0020305,           0.0020305,           0.0020305
                 324,            0.024688,            0.035902,            0.013214,              0.8938,             0.68727,             0.79415,             0.50914,            0.033537,            0.039026,            0.015509,           0.0020058,           0.0020058,           0.0020058
                 325,             0.02466,            0.035012,            0.016974,             0.88973,             0.68815,             0.79406,             0.49267,            0.033118,            0.038825,            0.015533,            0.001981,            0.001981,            0.001981
                 326,             0.02435,            0.041318,            0.015074,             0.88973,             0.68815,             0.79406,             0.49267,            0.033118,            0.038825,            0.015533,           0.0019563,           0.0019563,           0.0019563
                 327,            0.026309,            0.031927,            0.014691,             0.88131,             0.68919,             0.79128,             0.50857,            0.032956,            0.038789,            0.015626,           0.0019315,           0.0019315,           0.0019315
                 328,            0.023528,            0.040948,            0.014186,             0.88131,             0.68919,             0.79128,             0.50857,            0.032956,            0.038789,            0.015626,           0.0019068,           0.0019068,           0.0019068
                 329,            0.025447,            0.039204,            0.015998,             0.87323,             0.68919,             0.78277,              0.5043,            0.033155,            0.038647,            0.015775,            0.001882,            0.001882,            0.001882
                 330,            0.025383,             0.03808,            0.014673,             0.87323,             0.68919,             0.78277,              0.5043,            0.033155,            0.038647,            0.015775,           0.0018572,           0.0018572,           0.0018572
                 331,            0.026719,            0.037798,            0.015499,             0.87051,             0.68892,             0.78362,             0.50779,            0.033145,            0.038771,            0.015789,           0.0018325,           0.0018325,           0.0018325
                 332,            0.023119,             0.03529,            0.013552,             0.87051,             0.68892,             0.78362,             0.50779,            0.033145,            0.038771,            0.015789,           0.0018077,           0.0018077,           0.0018077
                 333,            0.024544,            0.032589,             0.01467,             0.86262,             0.68919,             0.78336,             0.49267,            0.032806,            0.038441,            0.015892,            0.001783,            0.001783,            0.001783
                 334,            0.023802,            0.044178,            0.016682,             0.86262,             0.68919,             0.78336,             0.49267,            0.032806,            0.038441,            0.015892,           0.0017582,           0.0017582,           0.0017582
                 335,            0.025237,            0.040151,             0.01441,             0.86036,             0.68919,              0.7834,             0.49647,            0.032599,             0.03833,            0.015806,           0.0017335,           0.0017335,           0.0017335
                 336,            0.025621,            0.031761,            0.014939,             0.86036,             0.68919,              0.7834,             0.49647,            0.032599,             0.03833,            0.015806,           0.0017087,           0.0017087,           0.0017087
                 337,            0.023327,            0.037134,            0.013742,             0.86138,             0.68903,               0.796,             0.49554,            0.033095,            0.038599,            0.015855,            0.001684,            0.001684,            0.001684
                 338,            0.024739,            0.035419,             0.01527,             0.86138,             0.68903,               0.796,             0.49554,            0.033095,            0.038599,            0.015855,           0.0016592,           0.0016592,           0.0016592
                 339,            0.024446,            0.038344,            0.013823,             0.85897,             0.68839,             0.79193,             0.50314,            0.033253,            0.038496,            0.015939,           0.0016345,           0.0016345,           0.0016345
                 340,            0.023696,            0.038244,            0.015179,             0.85897,             0.68839,             0.79193,             0.50314,            0.033253,            0.038496,            0.015939,           0.0016097,           0.0016097,           0.0016097
                 341,            0.025515,            0.035045,            0.014731,             0.85769,             0.68649,             0.80832,             0.51918,            0.033563,            0.038427,             0.01584,            0.001585,            0.001585,            0.001585
                 342,            0.023553,            0.037703,            0.014515,             0.85769,             0.68649,             0.80832,             0.51918,            0.033563,            0.038427,             0.01584,           0.0015602,           0.0015602,           0.0015602
                 343,            0.024531,            0.045431,            0.014651,             0.85808,             0.68622,             0.80814,             0.51445,            0.033694,            0.038693,             0.01579,           0.0015355,           0.0015355,           0.0015355
                 344,            0.023544,            0.041028,            0.013835,             0.85808,             0.68622,             0.80814,             0.51445,            0.033694,            0.038693,             0.01579,           0.0015107,           0.0015107,           0.0015107
                 345,            0.025368,            0.035861,             0.01461,             0.85472,               0.687,              0.7825,             0.48591,            0.033607,              0.0387,            0.015724,            0.001486,            0.001486,            0.001486
                 346,            0.023179,            0.035978,            0.015274,             0.85472,               0.687,              0.7825,             0.48591,            0.033607,              0.0387,            0.015724,           0.0014612,           0.0014612,           0.0014612
                 347,            0.024958,            0.039511,            0.014613,             0.85646,             0.68634,             0.79304,             0.51641,            0.034384,            0.038798,             0.01562,           0.0014365,           0.0014365,           0.0014365
                 348,            0.024653,            0.032055,            0.015228,             0.85646,             0.68634,             0.79304,             0.51641,            0.034384,            0.038798,             0.01562,           0.0014117,           0.0014117,           0.0014117
                 349,            0.025542,            0.037426,            0.015711,             0.85561,             0.68725,             0.78498,             0.49305,            0.033289,            0.038506,            0.015582,            0.001387,            0.001387,            0.001387
                 350,             0.02311,            0.037203,             0.01461,             0.85561,             0.68725,             0.78498,             0.49305,            0.033289,            0.038506,            0.015582,           0.0013622,           0.0013622,           0.0013622
                 351,            0.024121,            0.039788,            0.013597,             0.85617,              0.6862,             0.78477,              0.5102,             0.03336,            0.038654,            0.015621,           0.0013375,           0.0013375,           0.0013375
                 352,            0.023169,            0.036317,             0.01311,             0.85617,              0.6862,             0.78477,              0.5102,             0.03336,            0.038654,            0.015621,           0.0013128,           0.0013128,           0.0013128
                 353,            0.023453,            0.041059,            0.014845,             0.85639,             0.68761,             0.78264,             0.51093,            0.033663,            0.039005,            0.015605,            0.001288,            0.001288,            0.001288
                 354,            0.023419,            0.038523,            0.013119,             0.85639,             0.68761,             0.78264,             0.51093,            0.033663,            0.039005,            0.015605,           0.0012633,           0.0012633,           0.0012633
                 355,            0.023298,            0.032822,            0.011975,             0.85855,             0.68781,             0.78289,             0.50657,            0.033589,            0.039271,            0.015541,           0.0012385,           0.0012385,           0.0012385
                 356,            0.022492,            0.034038,            0.014004,             0.85855,             0.68781,             0.78289,             0.50657,            0.033589,            0.039271,            0.015541,           0.0012138,           0.0012138,           0.0012138
                 357,            0.024727,            0.039486,            0.015275,             0.86061,             0.68793,             0.79091,             0.50488,            0.033509,            0.039301,            0.015356,            0.001189,            0.001189,            0.001189
                 358,            0.023851,            0.036157,            0.013794,             0.86061,             0.68793,             0.79091,             0.50488,            0.033509,            0.039301,            0.015356,           0.0011643,           0.0011643,           0.0011643
                 359,            0.024384,            0.036009,            0.013663,             0.86617,             0.68919,             0.79131,             0.50961,            0.033179,            0.039095,            0.015118,           0.0011395,           0.0011395,           0.0011395
                 360,            0.023471,             0.03545,            0.013314,             0.86617,             0.68919,             0.79131,             0.50961,            0.033179,            0.039095,            0.015118,           0.0011148,           0.0011148,           0.0011148
                 361,            0.023448,            0.039799,            0.013751,             0.87271,             0.69138,             0.79126,             0.50162,            0.033075,            0.039151,            0.014982,             0.00109,             0.00109,             0.00109
                 362,            0.024301,            0.034087,            0.014031,             0.87271,             0.69138,             0.79126,             0.50162,            0.033075,            0.039151,            0.014982,           0.0010653,           0.0010653,           0.0010653
                 363,            0.024023,             0.04009,            0.015214,              0.8748,             0.69189,             0.80236,             0.51586,             0.03326,             0.03934,            0.014864,           0.0010405,           0.0010405,           0.0010405
                 364,            0.024116,            0.036161,            0.012534,              0.8748,             0.69189,             0.80236,             0.51586,             0.03326,             0.03934,            0.014864,           0.0010158,           0.0010158,           0.0010158
                 365,            0.023725,            0.043199,            0.013913,             0.87428,             0.68919,              0.8073,             0.52191,            0.033484,            0.039446,            0.014872,            0.000991,            0.000991,            0.000991
                 366,            0.023678,            0.036239,            0.014351,             0.87428,             0.68919,              0.8073,             0.52191,            0.033484,            0.039446,            0.014872,          0.00096625,          0.00096625,          0.00096625
                 367,             0.02577,            0.036498,             0.01746,             0.87402,             0.68862,             0.80231,             0.49958,            0.033033,            0.039207,            0.014898,           0.0009415,           0.0009415,           0.0009415
                 368,            0.023847,            0.034149,            0.013988,             0.87402,             0.68862,             0.80231,             0.49958,            0.033033,            0.039207,            0.014898,          0.00091675,          0.00091675,          0.00091675
                 369,            0.024677,            0.037473,            0.014827,              0.8734,             0.68919,             0.80211,              0.5007,               0.033,            0.039156,            0.014912,            0.000892,            0.000892,            0.000892
                 370,            0.023712,            0.044436,            0.015157,              0.8734,             0.68919,             0.80211,              0.5007,               0.033,            0.039156,            0.014912,          0.00086725,          0.00086725,          0.00086725
                 371,            0.023058,            0.040207,            0.013773,             0.87229,             0.68919,             0.80212,             0.49927,            0.032997,            0.039186,            0.014874,           0.0008425,           0.0008425,           0.0008425
                 372,            0.023727,            0.039617,            0.014772,             0.87229,             0.68919,             0.80212,             0.49927,            0.032997,            0.039186,            0.014874,          0.00081775,          0.00081775,          0.00081775
                 373,            0.021865,            0.034147,            0.014011,             0.87245,             0.68919,             0.79029,             0.48538,            0.032932,            0.039165,            0.014862,            0.000793,            0.000793,            0.000793
                 374,            0.024188,            0.041377,             0.01301,             0.87245,             0.68919,             0.79029,             0.48538,            0.032932,            0.039165,            0.014862,          0.00076825,          0.00076825,          0.00076825
                 375,            0.023672,            0.037576,            0.013585,             0.87267,             0.68919,             0.78309,             0.47968,            0.032904,            0.039292,            0.014858,           0.0007435,           0.0007435,           0.0007435
                 376,            0.022872,            0.033047,             0.01416,             0.87267,             0.68919,             0.78309,             0.47968,            0.032904,            0.039292,            0.014858,          0.00071875,          0.00071875,          0.00071875
                 377,             0.02358,            0.037439,            0.013019,             0.87271,             0.68919,             0.78496,             0.47137,            0.032708,             0.03912,            0.014856,            0.000694,            0.000694,            0.000694
                 378,             0.02436,            0.045774,             0.01441,             0.87271,             0.68919,             0.78496,             0.47137,            0.032708,             0.03912,            0.014856,          0.00066925,          0.00066925,          0.00066925
                 379,            0.023418,            0.034511,            0.014541,             0.87407,             0.69115,             0.78184,             0.48539,            0.032567,            0.039091,            0.014872,           0.0006445,           0.0006445,           0.0006445
                 380,            0.023773,            0.033361,            0.014107,             0.87407,             0.69115,             0.78184,             0.48539,            0.032567,            0.039091,            0.014872,          0.00061975,          0.00061975,          0.00061975
                 381,            0.023321,            0.035793,            0.015653,             0.86897,             0.68918,              0.7855,             0.50692,            0.032569,            0.038994,            0.014939,            0.000595,            0.000595,            0.000595
                 382,            0.023489,            0.036724,             0.01409,             0.86897,             0.68918,              0.7855,             0.50692,            0.032569,            0.038994,            0.014939,          0.00057025,          0.00057025,          0.00057025
                 383,            0.022283,            0.031262,            0.012828,             0.86924,             0.68914,             0.78491,             0.51798,            0.032483,            0.038826,            0.014948,           0.0005455,           0.0005455,           0.0005455
                 384,            0.021864,            0.038893,            0.013038,             0.86924,             0.68914,             0.78491,             0.51798,            0.032483,            0.038826,            0.014948,          0.00052075,          0.00052075,          0.00052075
                 385,            0.024073,            0.035001,            0.016657,              0.8731,             0.68919,             0.78478,             0.52814,            0.032625,            0.038683,              0.0149,            0.000496,            0.000496,            0.000496
                 386,            0.022867,            0.031472,            0.012654,              0.8731,             0.68919,             0.78478,             0.52814,            0.032625,            0.038683,              0.0149,          0.00047125,          0.00047125,          0.00047125
                 387,             0.02272,            0.041884,            0.013837,              0.8723,             0.68919,             0.78479,             0.52065,            0.032881,            0.038727,            0.014943,           0.0004465,           0.0004465,           0.0004465
                 388,            0.022153,            0.039306,            0.013516,              0.8723,             0.68919,             0.78479,             0.52065,            0.032881,            0.038727,            0.014943,          0.00042175,          0.00042175,          0.00042175
                 389,            0.023191,            0.034725,            0.013682,             0.87159,             0.68919,             0.78659,             0.51809,            0.032752,            0.038611,            0.014982,            0.000397,            0.000397,            0.000397
                 390,            0.023579,            0.038307,            0.012514,             0.87159,             0.68919,             0.78659,             0.51809,            0.032752,            0.038611,            0.014982,          0.00037225,          0.00037225,          0.00037225
                 391,            0.023199,            0.035958,            0.015206,              0.8719,             0.68919,             0.78662,             0.50728,            0.032758,            0.038601,            0.015021,           0.0003475,           0.0003475,           0.0003475
                 392,             0.02329,            0.042228,            0.013612,              0.8719,             0.68919,             0.78662,             0.50728,            0.032758,            0.038601,            0.015021,          0.00032275,          0.00032275,          0.00032275
                 393,            0.022715,            0.032849,              0.0141,              0.8725,             0.68919,             0.78656,             0.51324,            0.032685,            0.038574,            0.014998,            0.000298,            0.000298,            0.000298
                 394,            0.022687,            0.032722,            0.013698,              0.8725,             0.68919,             0.78656,             0.51324,            0.032685,            0.038574,            0.014998,          0.00027325,          0.00027325,          0.00027325
                 395,            0.022705,            0.030551,            0.015241,             0.87222,             0.68869,             0.79995,             0.51903,            0.032604,            0.038525,            0.014998,           0.0002485,           0.0002485,           0.0002485
                 396,            0.021491,            0.032875,            0.010744,             0.87222,             0.68869,             0.79995,             0.51903,            0.032604,            0.038525,            0.014998,          0.00022375,          0.00022375,          0.00022375
                 397,            0.022958,            0.037841,            0.013572,             0.87217,             0.68919,             0.79153,             0.51643,            0.032597,            0.038538,            0.015004,            0.000199,            0.000199,            0.000199
                 398,            0.022776,            0.034573,            0.014558,             0.87217,             0.68919,             0.79153,             0.51643,            0.032597,            0.038538,            0.015004,          0.00017425,          0.00017425,          0.00017425
                 399,             0.02386,            0.041374,            0.013986,              0.8715,             0.68891,              0.7864,             0.51505,            0.032642,            0.038644,             0.01496,           0.0001495,           0.0001495,           0.0001495
