               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.043476,            0.049909,            0.023714,             0.80596,             0.67617,             0.77919,              0.3896,            0.041897,            0.036085,            0.022627,           0.0062132,           0.0062132,           0.0062132
                 155,            0.041409,            0.036447,            0.027258,             0.85849,             0.67609,             0.79802,             0.43863,            0.037647,            0.036357,            0.022526,           0.0061885,           0.0061885,           0.0061885
                 156,            0.036248,            0.039729,            0.021274,             0.85849,             0.67609,             0.79802,             0.43863,            0.037647,            0.036357,            0.022526,           0.0061637,           0.0061637,           0.0061637
                 157,            0.035313,            0.040727,            0.023314,             0.85066,             0.68919,             0.78046,             0.43834,            0.040383,            0.035789,            0.022353,            0.006139,            0.006139,            0.006139
                 158,            0.040571,            0.049314,              0.0233,             0.85066,             0.68919,             0.78046,             0.43834,            0.040383,            0.035789,            0.022353,           0.0061142,           0.0061142,           0.0061142
                 159,            0.038741,            0.041822,            0.021801,             0.83482,             0.64767,             0.76048,             0.47163,            0.040781,            0.036489,            0.022264,           0.0060895,           0.0060895,           0.0060895
                 160,            0.039975,            0.050711,            0.024223,             0.83482,             0.64767,             0.76048,             0.47163,            0.040781,            0.036489,            0.022264,           0.0060647,           0.0060647,           0.0060647
                 161,             0.04054,            0.049045,            0.022571,             0.85307,             0.67589,                0.78,             0.44223,            0.045493,            0.036621,            0.021964,             0.00604,             0.00604,             0.00604
                 162,            0.045236,            0.044302,            0.023281,             0.85307,             0.67589,                0.78,             0.44223,            0.045493,            0.036621,            0.021964,           0.0060152,           0.0060152,           0.0060152
                 163,            0.047912,            0.047846,            0.021079,             0.81282,             0.65856,             0.74406,             0.38265,            0.040403,            0.036737,             0.02259,           0.0059905,           0.0059905,           0.0059905
                 164,            0.039564,            0.036632,            0.022601,             0.81282,             0.65856,             0.74406,             0.38265,            0.040403,            0.036737,             0.02259,           0.0059658,           0.0059658,           0.0059658
                 165,            0.036443,            0.050448,            0.025574,             0.86281,             0.65582,             0.74485,             0.47008,            0.037011,            0.035617,             0.02284,            0.005941,            0.005941,            0.005941
                 166,            0.036635,            0.045838,            0.020793,             0.86281,             0.65582,             0.74485,             0.47008,            0.037011,            0.035617,             0.02284,           0.0059163,           0.0059163,           0.0059163
                 167,            0.037886,            0.048975,            0.022189,             0.80937,             0.69425,             0.73415,             0.43771,            0.039691,            0.036459,            0.022921,           0.0058915,           0.0058915,           0.0058915
                 168,            0.036366,            0.048564,            0.022466,             0.80937,             0.69425,             0.73415,             0.43771,            0.039691,            0.036459,            0.022921,           0.0058668,           0.0058668,           0.0058668
                 169,            0.037171,            0.040079,            0.021963,             0.85563,             0.65807,             0.74481,             0.41196,            0.037247,            0.035294,            0.022828,            0.005842,            0.005842,            0.005842
                 170,            0.039368,            0.042818,            0.021321,             0.85563,             0.65807,             0.74481,             0.41196,            0.037247,            0.035294,            0.022828,           0.0058173,           0.0058173,           0.0058173
                 171,            0.039738,            0.046192,            0.023191,              0.8057,             0.69459,             0.73278,             0.43049,            0.042907,            0.037261,            0.022534,           0.0057925,           0.0057925,           0.0057925
                 172,            0.039869,            0.041704,            0.022044,              0.8057,             0.69459,             0.73278,             0.43049,            0.042907,            0.037261,            0.022534,           0.0057678,           0.0057678,           0.0057678
                 173,            0.038878,             0.04612,            0.022905,             0.81471,             0.65586,             0.72431,             0.45884,            0.038892,            0.035867,            0.022665,            0.005743,            0.005743,            0.005743
                 174,            0.041282,            0.045413,            0.021248,             0.81471,             0.65586,             0.72431,             0.45884,            0.038892,            0.035867,            0.022665,           0.0057183,           0.0057183,           0.0057183
                 175,            0.044709,            0.048186,            0.022607,             0.79576,              0.6603,             0.68077,             0.41127,            0.040586,            0.037196,            0.022339,           0.0056935,           0.0056935,           0.0056935
                 176,            0.038908,            0.038984,            0.022582,             0.79576,              0.6603,             0.68077,             0.41127,            0.040586,            0.037196,            0.022339,           0.0056688,           0.0056688,           0.0056688
                 177,             0.03743,            0.043647,            0.021148,             0.81195,             0.68597,             0.71662,             0.38308,            0.037294,            0.036194,            0.021775,            0.005644,            0.005644,            0.005644
                 178,             0.03876,            0.046622,            0.023034,             0.81195,             0.68597,             0.71662,             0.38308,            0.037294,            0.036194,            0.021775,           0.0056193,           0.0056193,           0.0056193
                 179,            0.039853,            0.045796,            0.020927,             0.82874,             0.65486,             0.69567,             0.44108,            0.040918,            0.037118,            0.021459,           0.0055945,           0.0055945,           0.0055945
                 180,            0.038781,            0.042576,            0.023379,             0.82874,             0.65486,             0.69567,             0.44108,            0.040918,            0.037118,            0.021459,           0.0055698,           0.0055698,           0.0055698
                 181,            0.038611,            0.039826,            0.020572,             0.89261,             0.63915,              0.7202,             0.37133,            0.038475,            0.036094,            0.020912,            0.005545,            0.005545,            0.005545
                 182,            0.041907,            0.045893,            0.020103,             0.89261,             0.63915,              0.7202,             0.37133,            0.038475,            0.036094,            0.020912,           0.0055202,           0.0055202,           0.0055202
                 183,            0.039473,            0.047823,            0.019966,             0.88144,             0.65545,             0.71498,             0.42462,            0.043317,            0.037413,            0.020652,           0.0054955,           0.0054955,           0.0054955
                 184,             0.04061,            0.050216,            0.021983,             0.88144,             0.65545,             0.71498,             0.42462,            0.043317,            0.037413,            0.020652,           0.0054707,           0.0054707,           0.0054707
                 185,            0.040696,            0.046293,            0.021682,             0.88973,             0.64775,             0.71852,             0.40738,            0.039604,            0.036477,            0.020473,            0.005446,            0.005446,            0.005446
                 186,            0.039994,             0.04675,            0.021567,             0.88973,             0.64775,             0.71852,             0.40738,            0.039604,            0.036477,            0.020473,           0.0054212,           0.0054212,           0.0054212
                 187,            0.038684,            0.042543,            0.019464,             0.89233,             0.65431,             0.70317,             0.41925,            0.038533,            0.037124,            0.020162,           0.0053965,           0.0053965,           0.0053965
                 188,            0.038275,            0.045691,            0.021556,             0.89233,             0.65431,             0.70317,             0.41925,            0.038533,            0.037124,            0.020162,           0.0053717,           0.0053717,           0.0053717
                 189,            0.036333,            0.043821,            0.022474,              0.8973,             0.65949,             0.73772,             0.45393,            0.036129,            0.036816,            0.020496,            0.005347,            0.005347,            0.005347
                 190,            0.033462,            0.041416,            0.021511,              0.8973,             0.65949,             0.73772,             0.45393,            0.036129,            0.036816,            0.020496,           0.0053223,           0.0053223,           0.0053223
                 191,            0.036599,             0.04128,            0.022652,             0.89656,              0.6037,              0.7425,             0.38893,            0.044479,            0.038683,            0.021102,           0.0052975,           0.0052975,           0.0052975
                 192,            0.040825,            0.049178,            0.021615,             0.89656,              0.6037,              0.7425,             0.38893,            0.044479,            0.038683,            0.021102,           0.0052727,           0.0052727,           0.0052727
                 193,            0.042622,            0.047123,            0.021385,             0.90856,              0.6382,             0.69845,             0.38779,            0.039191,            0.037612,            0.021162,            0.005248,            0.005248,            0.005248
                 194,            0.039338,            0.044199,            0.020005,             0.90856,              0.6382,             0.69845,             0.38779,            0.039191,            0.037612,            0.021162,           0.0052233,           0.0052233,           0.0052233
                 195,             0.03985,            0.047909,            0.018943,             0.87598,             0.64175,             0.71851,             0.43542,            0.037558,             0.03829,            0.021011,           0.0051985,           0.0051985,           0.0051985
                 196,            0.037038,            0.035832,            0.022087,             0.87598,             0.64175,             0.71851,             0.43542,            0.037558,             0.03829,            0.021011,           0.0051737,           0.0051737,           0.0051737
                 197,            0.032435,             0.04109,            0.022552,             0.91327,             0.62688,             0.73875,             0.47416,            0.035175,             0.03758,            0.020567,            0.005149,            0.005149,            0.005149
                 198,            0.031327,            0.051422,            0.021652,             0.91327,             0.62688,             0.73875,             0.47416,            0.035175,             0.03758,            0.020567,           0.0051243,           0.0051243,           0.0051243
                 199,            0.030688,            0.038797,            0.018944,             0.90557,               0.644,             0.74768,             0.47195,            0.035822,            0.037978,            0.020062,           0.0050995,           0.0050995,           0.0050995
                 200,            0.031348,            0.039731,            0.019967,             0.90557,               0.644,             0.74768,             0.47195,            0.035822,            0.037978,            0.020062,           0.0050747,           0.0050747,           0.0050747
                 201,            0.031971,            0.037972,            0.020085,             0.86285,              0.6556,             0.75141,             0.46297,            0.037934,             0.03804,            0.019621,             0.00505,             0.00505,             0.00505
                 202,            0.036614,            0.041929,            0.020676,             0.86285,              0.6556,             0.75141,             0.46297,            0.037934,             0.03804,            0.019621,           0.0050253,           0.0050253,           0.0050253
                 203,            0.036623,            0.045366,            0.021407,             0.87108,             0.65479,              0.7455,             0.43589,            0.040277,            0.039486,            0.019505,           0.0050005,           0.0050005,           0.0050005
                 204,            0.034563,            0.044361,             0.01909,             0.87108,             0.65479,              0.7455,             0.43589,            0.040277,            0.039486,            0.019505,           0.0049758,           0.0049758,           0.0049758
                 205,            0.035849,            0.042715,            0.019761,             0.85475,             0.65531,             0.76123,             0.42207,            0.038815,            0.039177,            0.019671,            0.004951,            0.004951,            0.004951
                 206,            0.038854,            0.038656,            0.020133,             0.85475,             0.65531,             0.76123,             0.42207,            0.038815,            0.039177,            0.019671,           0.0049263,           0.0049263,           0.0049263
                 207,            0.038847,            0.042538,            0.021231,             0.88485,             0.65315,             0.77426,             0.45516,            0.040674,            0.039746,            0.019774,           0.0049015,           0.0049015,           0.0049015
                 208,            0.033574,            0.049568,            0.020552,             0.88485,             0.65315,             0.77426,             0.45516,            0.040674,            0.039746,            0.019774,           0.0048768,           0.0048768,           0.0048768
                 209,            0.033287,            0.038722,            0.021433,              0.8661,              0.6582,             0.78201,             0.49358,             0.03664,            0.038609,             0.01971,            0.004852,            0.004852,            0.004852
                 210,            0.032329,            0.040347,            0.019247,              0.8661,              0.6582,             0.78201,             0.49358,             0.03664,            0.038609,             0.01971,           0.0048272,           0.0048272,           0.0048272
                 211,             0.03454,             0.04603,            0.020957,             0.87894,             0.65793,             0.78069,             0.47043,            0.042263,            0.039994,            0.019712,           0.0048025,           0.0048025,           0.0048025
                 212,            0.037428,            0.042602,            0.019041,             0.87894,             0.65793,             0.78069,             0.47043,            0.042263,            0.039994,            0.019712,           0.0047778,           0.0047778,           0.0047778
                 213,             0.03526,            0.042079,            0.019357,              0.8619,             0.64756,             0.82904,             0.46027,            0.038155,            0.039137,             0.01983,            0.004753,            0.004753,            0.004753
                 214,            0.040049,            0.046625,              0.0197,              0.8619,             0.64756,             0.82904,             0.46027,            0.038155,            0.039137,             0.01983,           0.0047283,           0.0047283,           0.0047283
                 215,            0.038239,            0.045342,             0.01808,             0.88735,             0.64991,             0.76607,             0.44429,            0.040493,            0.038714,            0.019547,           0.0047035,           0.0047035,           0.0047035
                 216,            0.033614,            0.045449,            0.021385,             0.88735,             0.64991,             0.76607,             0.44429,            0.040493,            0.038714,            0.019547,           0.0046788,           0.0046788,           0.0046788
                 217,            0.032913,            0.049317,            0.020792,             0.89231,             0.65573,             0.77341,             0.49673,            0.036432,            0.038147,            0.019351,            0.004654,            0.004654,            0.004654
                 218,            0.033214,            0.039031,            0.020899,             0.89231,             0.65573,             0.77341,             0.49673,            0.036432,            0.038147,            0.019351,           0.0046293,           0.0046293,           0.0046293
                 219,            0.036096,            0.041948,              0.0203,             0.87421,             0.64924,             0.75974,               0.453,            0.038429,            0.038505,            0.019158,           0.0046045,           0.0046045,           0.0046045
                 220,            0.035175,            0.044762,            0.018759,             0.87421,             0.64924,             0.75974,               0.453,            0.038429,            0.038505,            0.019158,           0.0045798,           0.0045798,           0.0045798
                 221,            0.038741,            0.037514,             0.01975,             0.89329,             0.65454,             0.72884,             0.38409,            0.041226,            0.037809,            0.019026,            0.004555,            0.004555,            0.004555
                 222,            0.039725,            0.041693,            0.017912,             0.89329,             0.65454,             0.72884,             0.38409,            0.041226,            0.037809,            0.019026,           0.0045303,           0.0045303,           0.0045303
                 223,            0.041326,            0.046391,            0.019758,             0.86729,             0.68649,             0.76271,             0.43256,            0.037928,            0.038401,            0.019028,           0.0045055,           0.0045055,           0.0045055
                 224,             0.03668,            0.045334,            0.020057,             0.86729,             0.68649,             0.76271,             0.43256,            0.037928,            0.038401,            0.019028,           0.0044808,           0.0044808,           0.0044808
                 225,            0.036723,            0.044689,            0.018297,              0.8982,             0.65464,             0.77823,             0.43934,            0.038809,            0.037817,            0.018954,            0.004456,            0.004456,            0.004456
                 226,            0.037924,             0.04709,            0.018234,              0.8982,             0.65464,             0.77823,             0.43934,            0.038809,            0.037817,            0.018954,           0.0044313,           0.0044313,           0.0044313
                 227,            0.035795,            0.042483,            0.019366,             0.85765,             0.68649,             0.77613,             0.45832,            0.037097,            0.038013,            0.018932,           0.0044065,           0.0044065,           0.0044065
                 228,            0.031073,            0.040893,            0.019087,             0.85765,             0.68649,             0.77613,             0.45832,            0.037097,            0.038013,            0.018932,           0.0043818,           0.0043818,           0.0043818
                 229,            0.030934,            0.042787,            0.018592,             0.86402,             0.68649,             0.77548,             0.46768,            0.035193,              0.0372,            0.018881,            0.004357,            0.004357,            0.004357
                 230,            0.031244,            0.044548,            0.017594,             0.86402,             0.68649,             0.77548,             0.46768,            0.035193,              0.0372,            0.018881,           0.0043323,           0.0043323,           0.0043323
                 231,            0.030151,            0.041827,            0.020428,             0.85514,             0.68649,             0.77559,             0.46422,            0.034968,            0.037277,            0.018768,           0.0043075,           0.0043075,           0.0043075
                 232,            0.028095,            0.043449,            0.019321,             0.85514,             0.68649,             0.77559,             0.46422,            0.034968,            0.037277,            0.018768,           0.0042828,           0.0042828,           0.0042828
                 233,            0.029495,            0.045553,            0.018821,             0.89857,             0.67639,             0.76661,             0.48035,             0.03443,            0.037034,            0.018829,            0.004258,            0.004258,            0.004258
                 234,            0.027948,            0.036151,            0.019903,             0.89857,             0.67639,             0.76661,             0.48035,             0.03443,            0.037034,            0.018829,           0.0042333,           0.0042333,           0.0042333
                 235,            0.030383,             0.03817,            0.017236,              0.8894,             0.67902,             0.78392,             0.44727,            0.035739,            0.037533,            0.018468,           0.0042085,           0.0042085,           0.0042085
                 236,            0.030774,            0.037075,            0.018914,              0.8894,             0.67902,             0.78392,             0.44727,            0.035739,            0.037533,            0.018468,           0.0041837,           0.0041837,           0.0041837
                 237,            0.030761,            0.043148,            0.018372,             0.89381,             0.66826,             0.79792,             0.46531,             0.03535,            0.037678,             0.01893,            0.004159,            0.004159,            0.004159
                 238,            0.029531,            0.050329,            0.017973,             0.89381,             0.66826,             0.79792,             0.46531,             0.03535,            0.037678,             0.01893,           0.0041342,           0.0041342,           0.0041342
                 239,            0.032433,            0.040642,             0.01778,             0.89279,             0.66645,             0.80225,             0.46258,            0.035342,            0.037461,            0.019009,           0.0041095,           0.0041095,           0.0041095
                 240,            0.031924,            0.046692,            0.018959,             0.89279,             0.66645,             0.80225,             0.46258,            0.035342,            0.037461,            0.019009,           0.0040847,           0.0040847,           0.0040847
                 241,            0.030459,            0.039415,            0.016518,             0.88006,             0.66076,             0.78476,             0.49774,            0.035647,            0.037973,            0.018703,             0.00406,             0.00406,             0.00406
                 242,             0.02909,            0.042344,            0.017615,             0.88006,             0.66076,             0.78476,             0.49774,            0.035647,            0.037973,            0.018703,           0.0040352,           0.0040352,           0.0040352
                 243,            0.028849,            0.049389,            0.018274,             0.87896,             0.64697,             0.79364,             0.44488,            0.036922,            0.038669,            0.019183,           0.0040105,           0.0040105,           0.0040105
                 244,              0.0305,            0.040341,            0.018046,             0.87896,             0.64697,             0.79364,             0.44488,            0.036922,            0.038669,            0.019183,           0.0039857,           0.0039857,           0.0039857
                 245,            0.030656,            0.036969,            0.015351,             0.87999,             0.65259,             0.80593,             0.48527,            0.036203,             0.03864,            0.018731,            0.003961,            0.003961,            0.003961
                 246,            0.029778,            0.038508,            0.017322,             0.87999,             0.65259,             0.80593,             0.48527,            0.036203,             0.03864,            0.018731,           0.0039362,           0.0039362,           0.0039362
                 247,            0.030022,            0.042446,            0.018676,             0.89775,             0.64911,             0.80112,             0.47391,            0.036758,            0.038443,            0.018931,           0.0039115,           0.0039115,           0.0039115
                 248,            0.030161,            0.043977,            0.017768,             0.89775,             0.64911,             0.80112,             0.47391,            0.036758,            0.038443,            0.018931,           0.0038867,           0.0038867,           0.0038867
                 249,            0.029706,            0.040357,            0.016532,             0.90073,              0.6536,              0.8296,             0.48919,            0.037624,            0.037853,             0.01826,            0.003862,            0.003862,            0.003862
                 250,            0.033178,            0.041995,            0.017897,             0.90073,              0.6536,              0.8296,             0.48919,            0.037624,            0.037853,             0.01826,           0.0038372,           0.0038372,           0.0038372
                 251,            0.033586,            0.042657,             0.01854,             0.89906,             0.64442,             0.81374,             0.50036,             0.03487,            0.036987,            0.018033,           0.0038125,           0.0038125,           0.0038125
                 252,            0.030711,            0.041662,            0.019178,             0.89906,             0.64442,             0.81374,             0.50036,             0.03487,            0.036987,            0.018033,           0.0037878,           0.0037878,           0.0037878
                 253,            0.032057,            0.041663,            0.018524,             0.90517,             0.64546,             0.80239,              0.4979,            0.034104,            0.036681,            0.017708,            0.003763,            0.003763,            0.003763
                 254,             0.02827,            0.044855,            0.017473,             0.90517,             0.64546,             0.80239,              0.4979,            0.034104,            0.036681,            0.017708,           0.0037383,           0.0037383,           0.0037383
                 255,            0.028807,            0.036314,            0.014869,             0.91132,             0.63584,             0.79263,             0.47146,            0.035461,            0.036941,             0.01771,           0.0037135,           0.0037135,           0.0037135
                 256,            0.030385,            0.041909,            0.018611,             0.91132,             0.63584,             0.79263,             0.47146,            0.035461,            0.036941,             0.01771,           0.0036888,           0.0036888,           0.0036888
                 257,            0.032442,            0.041674,            0.016845,             0.89807,             0.64764,             0.79334,             0.47496,            0.037434,            0.037523,            0.017592,            0.003664,            0.003664,            0.003664
                 258,            0.029662,            0.039372,            0.016225,             0.89807,             0.64764,             0.79334,             0.47496,            0.037434,            0.037523,            0.017592,           0.0036393,           0.0036393,           0.0036393
                 259,            0.032261,            0.037254,            0.015675,             0.88626,             0.64964,             0.78884,             0.46872,            0.037766,            0.037673,            0.017391,           0.0036145,           0.0036145,           0.0036145
                 260,            0.032463,            0.040407,            0.016555,             0.88626,             0.64964,             0.78884,             0.46872,            0.037766,            0.037673,            0.017391,           0.0035898,           0.0035898,           0.0035898
                 261,            0.034209,             0.04391,            0.018307,              0.8928,             0.65437,              0.7904,             0.44481,            0.041215,            0.038535,            0.017469,            0.003565,            0.003565,            0.003565
                 262,            0.037891,             0.04665,            0.016775,              0.8928,             0.65437,              0.7904,             0.44481,            0.041215,            0.038535,            0.017469,           0.0035403,           0.0035403,           0.0035403
                 263,            0.036943,            0.042708,            0.018612,             0.87609,             0.64505,             0.77517,             0.40606,            0.036974,            0.037804,            0.017521,           0.0035155,           0.0035155,           0.0035155
                 264,            0.032919,            0.044864,             0.01668,             0.87609,             0.64505,             0.77517,             0.40606,            0.036974,            0.037804,            0.017521,           0.0034908,           0.0034908,           0.0034908
                 265,            0.034016,            0.046433,            0.016638,             0.88889,             0.65002,             0.79481,             0.49246,            0.035723,            0.038028,            0.017263,            0.003466,            0.003466,            0.003466
                 266,            0.031717,            0.036742,            0.017379,             0.88889,             0.65002,             0.79481,             0.49246,            0.035723,            0.038028,            0.017263,           0.0034413,           0.0034413,           0.0034413
                 267,            0.030615,            0.041144,            0.017666,             0.83837,             0.61171,             0.72455,              0.3886,            0.037991,            0.037931,            0.017205,           0.0034165,           0.0034165,           0.0034165
                 268,            0.032845,            0.041463,            0.016933,             0.83837,             0.61171,             0.72455,              0.3886,            0.037991,            0.037931,            0.017205,           0.0033918,           0.0033918,           0.0033918
                 269,            0.034039,            0.044426,            0.017736,             0.89293,             0.64775,             0.78055,              0.4658,            0.036793,            0.038759,            0.017174,            0.003367,            0.003367,            0.003367
                 270,            0.032519,            0.038619,            0.018707,             0.89293,             0.64775,             0.78055,              0.4658,            0.036793,            0.038759,            0.017174,           0.0033423,           0.0033423,           0.0033423
                 271,            0.033952,            0.037697,            0.017106,              0.8776,             0.64505,              0.7874,             0.45156,            0.036662,            0.038525,            0.016944,           0.0033175,           0.0033175,           0.0033175
                 272,            0.029631,            0.041929,            0.017637,              0.8776,             0.64505,              0.7874,             0.45156,            0.036662,            0.038525,            0.016944,           0.0032928,           0.0032928,           0.0032928
                 273,             0.03229,             0.03765,            0.014559,              0.8897,             0.65031,             0.78532,             0.49114,            0.034946,            0.038849,            0.016685,            0.003268,            0.003268,            0.003268
                 274,            0.026829,            0.044747,             0.01657,              0.8897,             0.65031,             0.78532,             0.49114,            0.034946,            0.038849,            0.016685,           0.0032433,           0.0032433,           0.0032433
                 275,            0.027936,            0.043932,            0.016346,             0.88663,             0.65586,             0.78178,             0.47437,            0.036217,            0.038358,            0.016618,           0.0032185,           0.0032185,           0.0032185
                 276,            0.027992,            0.034866,            0.016716,             0.88663,             0.65586,             0.78178,             0.47437,            0.036217,            0.038358,            0.016618,           0.0031938,           0.0031938,           0.0031938
                 277,            0.029432,            0.046451,            0.016868,             0.89214,             0.65374,             0.78378,             0.49734,            0.035518,            0.038294,            0.016523,            0.003169,            0.003169,            0.003169
                 278,            0.030765,            0.039838,            0.015741,             0.89214,             0.65374,             0.78378,             0.49734,            0.035518,            0.038294,            0.016523,           0.0031443,           0.0031443,           0.0031443
                 279,            0.030499,            0.042998,            0.016456,             0.88274,             0.65069,             0.77854,             0.45193,             0.03605,            0.037976,            0.016559,           0.0031195,           0.0031195,           0.0031195
                 280,            0.028551,            0.038818,            0.016984,             0.88274,             0.65069,             0.77854,             0.45193,             0.03605,            0.037976,            0.016559,           0.0030948,           0.0030948,           0.0030948
                 281,             0.03162,            0.041667,            0.016233,             0.88878,             0.65009,             0.77437,             0.47116,            0.037003,            0.038058,            0.016697,             0.00307,             0.00307,             0.00307
                 282,            0.030047,            0.042334,            0.015752,             0.88878,             0.65009,             0.77437,             0.47116,            0.037003,            0.038058,            0.016697,           0.0030452,           0.0030452,           0.0030452
                 283,            0.031549,            0.036393,            0.016559,             0.87963,             0.65355,             0.77726,              0.4509,            0.036484,            0.037913,            0.016651,           0.0030205,           0.0030205,           0.0030205
                 284,            0.034071,            0.040684,            0.015184,             0.87963,             0.65355,             0.77726,              0.4509,            0.036484,            0.037913,            0.016651,           0.0029957,           0.0029957,           0.0029957
                 285,              0.0337,            0.039426,             0.01711,              0.8838,             0.65272,             0.76726,             0.46909,            0.035324,            0.037935,            0.016625,            0.002971,            0.002971,            0.002971
                 286,            0.027272,            0.034995,            0.017119,              0.8838,             0.65272,             0.76726,             0.46909,            0.035324,            0.037935,            0.016625,           0.0029462,           0.0029462,           0.0029462
                 287,            0.028306,            0.037142,            0.017336,             0.90059,              0.6795,             0.77455,             0.47143,            0.034517,            0.037514,            0.016609,           0.0029215,           0.0029215,           0.0029215
                 288,            0.027764,            0.035655,            0.014971,             0.90059,              0.6795,             0.77455,             0.47143,            0.034517,            0.037514,            0.016609,           0.0028967,           0.0028967,           0.0028967
                 289,            0.028086,            0.041883,            0.016154,             0.87864,             0.65305,              0.7652,             0.49696,            0.035294,             0.03797,            0.016423,            0.002872,            0.002872,            0.002872
                 290,            0.028306,            0.042034,             0.01728,             0.87864,             0.65305,              0.7652,             0.49696,            0.035294,             0.03797,            0.016423,           0.0028472,           0.0028472,           0.0028472
                 291,            0.028046,            0.040889,            0.016274,             0.85038,             0.68919,             0.76291,             0.48017,            0.034118,            0.037879,            0.016311,           0.0028225,           0.0028225,           0.0028225
                 292,            0.028312,            0.037204,            0.017098,             0.85038,             0.68919,             0.76291,             0.48017,            0.034118,            0.037879,            0.016311,           0.0027977,           0.0027977,           0.0027977
                 293,             0.02645,            0.042186,            0.016759,             0.84811,             0.68899,             0.76381,             0.51017,            0.034669,            0.037626,             0.01632,            0.002773,            0.002773,            0.002773
                 294,            0.027484,            0.041267,            0.014091,             0.84811,             0.68899,             0.76381,             0.51017,            0.034669,            0.037626,             0.01632,           0.0027482,           0.0027482,           0.0027482
                 295,            0.027133,            0.038432,            0.016224,             0.84843,             0.68915,             0.76688,             0.49525,            0.033879,             0.03764,            0.016488,           0.0027235,           0.0027235,           0.0027235
                 296,            0.028781,            0.044128,            0.015508,             0.84843,             0.68915,             0.76688,             0.49525,            0.033879,             0.03764,            0.016488,           0.0026987,           0.0026987,           0.0026987
                 297,            0.029347,            0.036419,            0.015155,              0.8995,             0.68001,             0.77342,             0.47302,            0.037611,            0.038727,            0.016439,            0.002674,            0.002674,            0.002674
                 298,            0.029091,            0.041617,            0.015771,              0.8995,             0.68001,             0.77342,             0.47302,            0.037611,            0.038727,            0.016439,           0.0026492,           0.0026492,           0.0026492
                 299,            0.029431,            0.043338,            0.015671,             0.85816,             0.68757,              0.7663,             0.48964,            0.034974,            0.037995,             0.01649,           0.0026245,           0.0026245,           0.0026245
                 300,            0.027648,            0.038581,            0.014113,             0.85816,             0.68757,              0.7663,             0.48964,            0.034974,            0.037995,             0.01649,           0.0025997,           0.0025997,           0.0025997
                 301,            0.029351,            0.045192,            0.016679,             0.89811,             0.68322,             0.77557,             0.51286,            0.035072,            0.038557,            0.016563,            0.002575,            0.002575,            0.002575
                 302,            0.026282,            0.043332,            0.015361,             0.89811,             0.68322,             0.77557,             0.51286,            0.035072,            0.038557,            0.016563,           0.0025503,           0.0025503,           0.0025503
                 303,            0.026336,            0.039436,            0.015456,             0.88986,             0.68366,             0.77309,             0.50226,            0.034277,            0.038304,            0.016545,           0.0025255,           0.0025255,           0.0025255
                 304,            0.026817,            0.046626,            0.016596,             0.88986,             0.68366,             0.77309,             0.50226,            0.034277,            0.038304,            0.016545,           0.0025008,           0.0025008,           0.0025008
                 305,            0.026138,            0.037801,            0.014884,             0.88356,             0.68161,             0.78075,             0.51912,             0.03409,            0.038345,            0.016467,            0.002476,            0.002476,            0.002476
                 306,            0.025541,             0.03886,            0.014981,             0.88356,             0.68161,             0.78075,             0.51912,             0.03409,            0.038345,            0.016467,           0.0024513,           0.0024513,           0.0024513
                 307,            0.025716,            0.039448,            0.015023,             0.88258,             0.67942,             0.79224,             0.52076,            0.033914,            0.038393,            0.016401,           0.0024265,           0.0024265,           0.0024265
                 308,            0.026391,            0.043024,            0.016972,             0.88258,             0.67942,             0.79224,             0.52076,            0.033914,            0.038393,            0.016401,           0.0024018,           0.0024018,           0.0024018
                 309,            0.026743,            0.034351,            0.016871,             0.89763,             0.65326,             0.78063,              0.5021,            0.035156,            0.038848,            0.016326,            0.002377,            0.002377,            0.002377
                 310,            0.026757,            0.041564,            0.015347,             0.89763,             0.65326,             0.78063,              0.5021,            0.035156,            0.038848,            0.016326,           0.0023523,           0.0023523,           0.0023523
                 311,            0.027364,            0.032188,            0.015461,             0.86242,             0.68334,             0.78547,              0.4906,            0.034275,            0.038736,            0.015901,           0.0023275,           0.0023275,           0.0023275
                 312,            0.026791,            0.039657,             0.01681,             0.86242,             0.68334,             0.78547,              0.4906,            0.034275,            0.038736,            0.015901,           0.0023028,           0.0023028,           0.0023028
                 313,            0.027884,            0.036734,            0.016099,             0.89317,             0.67314,             0.79625,             0.50081,            0.036147,            0.039411,            0.015579,            0.002278,            0.002278,            0.002278
                 314,            0.027876,            0.035226,            0.015072,             0.89317,             0.67314,             0.79625,             0.50081,            0.036147,            0.039411,            0.015579,           0.0022533,           0.0022533,           0.0022533
                 315,            0.026853,            0.041788,            0.016228,             0.89345,             0.68793,             0.78885,             0.52304,            0.034572,            0.039026,            0.015545,           0.0022285,           0.0022285,           0.0022285
                 316,             0.02538,            0.042829,            0.015769,             0.89345,             0.68793,             0.78885,             0.52304,            0.034572,            0.039026,            0.015545,           0.0022038,           0.0022038,           0.0022038
                 317,            0.024664,             0.03677,            0.017677,             0.89399,             0.68355,             0.78809,             0.51264,             0.03446,            0.039256,            0.015578,            0.002179,            0.002179,            0.002179
